userId,bookId,genres,rating,split
3,90,Biography|Humor|Young Adult|Art,5,train
3,164,Science|Humor|Health|Historical Fiction,4.8,train
3,220,Fantasy,5,train
3,97,Young Adult|Historical Fiction,4.9,train
3,254,Poetry|Non-fiction|Science|Mystery|Young Adult,5,train
3,243,Young Adult|Mystery,5,train
3,276,Business|Historical Fiction|Young Adult|Poetry,4.7,train
3,373,Historical Fiction|Thriller|Science Fiction|Humor,4.6,train
3,12,Art|Science Fiction,4.9,test
3,129,Health|Science|Romance|Fantasy,5,train
3,31,Travel|Self-help,4.7,train
3,189,Business|Romance|Travel|Non-fiction|Poetry,4.5,train
3,125,Self-help|Historical Fiction|Art,5,train
4,395,Humor|Fitness,3.5,train
4,228,Fantasy|Historical Fiction,4.1,train
4,232,Humor|Travel|Mystery|Science Fiction|Biography,3.3,train
4,377,Horror,3.0,train
4,246,Romance|Cooking|Young Adult|Health|Science,4.1,train
4,41,Health|Fitness,3.8,val
4,301,Horror,3.5,train
4,97,Cooking,3.6,train
4,265,Thriller|Young Adult|Fitness|Health,3.7,train
4,347,Travel,3.7,val
4,173,Romance|Fantasy,3.2,train
4,407,Art,4.2,train
4,369,Business|Self-help|Science|Horror|Biography,3.2,val
4,149,Science|Travel|Humor|Fitness,4.2,train
4,401,Art|Travel,4.0,train
4,27,Horror|Humor|Poetry,3.3,train
4,267,Thriller|Poetry|Science|Horror,3.8,train
4,110,Travel,3.4,val
4,161,Romance|Mystery|Art,3.1,test
4,230,Science|Biography|Science Fiction,3.4,test
5,109,Thriller|Travel|Biography,4.5,train
5,224,Non-fiction,4.9,train
5,192,Historical Fiction|Humor|Mystery|Non-fiction,4.2,train
5,190,Science Fiction|Fitness|Horror,4.4,train
5,106,Health|Self-help|Non-fiction|Thriller|Science Fiction,4.5,train
5,227,Science,4.3,train
5,379,Science|Business|Cooking,4.2,train
5,175,Non-fiction|Travel,4.6,train
6,301,Thriller|Business|Travel|Art,4.7,train
6,295,Mystery|Fitness|Fantasy,5,train
6,139,Non-fiction|Thriller,4.6,train
6,162,Romance|Horror,4.7,train
6,367,Humor|Science Fiction|Poetry|Young Adult|Travel,4.2,test
6,3,Travel|Self-help|Fantasy|Science|Thriller,4.7,train
6,146,Fantasy,5,train
6,48,Thriller|Young Adult|Business|Cooking|Art,5,train
6,87,Young Adult|Art|Travel|Science|Fitness,4.2,train
6,346,Historical Fiction|Fantasy|Cooking|Business|Humor,4.5,train
6,167,Self-help|Mystery|Biography|Art|Humor,4.6,test
6,242,Poetry|Self-help|Romance|Mystery|Science Fiction,5.1,val
6,150,Mystery|Romance,3.9,train
6,311,Art,5.4,val
6,240,Horror|Self-help|Cooking,4.5,train
6,252,Romance|Fantasy|Biography,4.9,train
6,313,Young Adult|Humor,4.5,test
6,291,Health,5,val
6,195,Business|Travel|Self-help|Humor,4.7,train
6,76,Thriller,4.6,train
7,82,Science,3.8,train
7,319,Mystery|Humor,3.4,train
7,310,Thriller,3.0,train
7,116,Science|Health,3.0,train
7,21,Romance|Thriller,3.0,train
7,111,Young Adult|Travel|Romance|Business|Mystery,3.5,train
7,3,Health|Historical Fiction,3.9,train
7,32,Romance,2.3,val
7,237,Poetry|Humor|Cooking,3.2,train
7,147,Biography,3.5,test
7,263,Poetry|Science Fiction|Self-help,3.1,train
7,121,Romance|Fitness,2.7,train
7,279,Travel|Historical Fiction,3.3,train
7,236,Biography|Young Adult,3.5,train
7,225,Young Adult|Travel|Art|Non-fiction,3.0,train
7,4,Art|Science|Mystery|Horror|Self-help,3.2,train
7,146,Art|Science,3.3,train
7,133,Art|Thriller,3.0,train
7,88,Romance|Poetry,2.7,train
7,268,Travel|Cooking|Health|Fitness,3.6,train
8,56,Art|Non-fiction,5,train
8,201,Mystery|Humor|Romance,4.9,train
8,388,Young Adult|Fantasy,5,train
8,8,Science Fiction|Fitness|Biography|Art,5,train
8,371,Health,5,train
8,389,Self-help|Science|Art|Non-fiction,5,train
8,48,Travel|Non-fiction|Fantasy|Horror|Business,5,train
8,41,Mystery|Travel|Non-fiction,5,train
8,68,Science Fiction|Humor|Business|Poetry,5,test
8,115,Fantasy|Horror,5,train
8,367,Art|Fitness|Non-fiction|Poetry|Young Adult,5,train
9,26,Horror|Cooking|Self-help,3.2,train
9,140,Art|Health|Historical Fiction,3.6,train
9,269,Humor|Poetry|Fitness|Self-help,2.9,train
9,135,Young Adult|Science Fiction|Historical Fiction|Poetry|Cooking,4.0,train
9,210,Horror|Mystery|Health|Young Adult,3.4,test
9,1,Science Fiction|Poetry|Self-help,2.9,train
9,370,Fantasy|Fitness|Science Fiction,3.1,val
9,131,Young Adult|Science Fiction|Science|Poetry,3.3,train
9,236,Poetry|Fantasy|Biography|Business|Science,4.1,val
9,336,Thriller|Business|Poetry|Fantasy|Fitness,3.2,test
9,399,Biography|Cooking,3.5,train
9,341,Cooking|Young Adult|Health,3.3,train
9,64,Self-help|Science|Young Adult|Science Fiction|Travel,2.9,train
9,282,Self-help|Biography,3.1,train
10,86,Art|Humor|Health,5,test
10,277,Poetry|Science Fiction|Horror|Self-help|Business,5,train
10,190,Biography,4.8,train
10,368,Romance|Fantasy,5,train
10,331,Fitness,5,test
10,177,Young Adult|Non-fiction|Science|Health,5,train
10,144,Self-help|Cooking|Art|Humor,6,val
10,107,Young Adult|Science|Biography|Travel|Health,5,train
11,376,Self-help|Thriller|Fantasy|Young Adult,3.6,test
11,333,Cooking|Art,4.4,test
11,85,Humor|Science Fiction|Self-help|Mystery|Non-fiction,4.0,train
11,48,Young Adult|Historical Fiction|Romance,3.7,train
11,124,Health|Young Adult,3.9,train
11,391,Cooking|Fantasy|Health,4.1,train
11,84,Health|Mystery|Cooking|Biography|Non-fiction,3.7,train
11,32,Biography|Horror|Travel,3.8,train
11,229,Fantasy,3.9,train
11,306,Poetry|Humor|Historical Fiction|Art,3.7,train
11,78,Science Fiction,4.0,train
11,109,Cooking|Fitness|Self-help|Humor|Travel,4.0,train
11,371,Fantasy|Cooking|Art,3.7,train
11,272,Romance|Thriller|Health|Cooking,3.5,train
11,38,Health,4.6,train
11,294,Young Adult,3.6,train
11,134,Thriller|Business|Self-help|Fantasy|Humor,3.5,train
11,205,Non-fiction|Young Adult,3.7,train
11,277,Cooking,5.5,val
12,327,Business|Young Adult,4.8,train
12,113,Self-help|Humor|Science,4.9,train
12,31,Young Adult|Science,4.8,val
12,130,Health|Poetry,4.8,train
12,67,Thriller|Travel|Young Adult,4.4,val
12,284,Non-fiction|Biography,5,train
12,274,Non-fiction|Health|Thriller,4.9,train
12,28,Humor|Non-fiction,4.7,train
12,289,Art|Mystery,4.3,train
12,207,Art|Self-help,5,train
12,342,Mystery|Romance,4.4,train
12,264,Non-fiction|Cooking|Mystery,4.8,test
12,16,Fitness|Humor|Mystery,5,val
12,306,Non-fiction|Health|Mystery,5,train
12,27,Travel|Horror|Non-fiction,4.2,train
12,308,Science Fiction|Fitness|Science|Self-help,4.3,train
12,135,Business|Health|Art|Biography,4.9,train
12,78,Romance|Art|Science,4.4,train
12,367,Cooking|Travel|Business|Science Fiction|Horror,5,test
12,225,Art|Romance|Non-fiction|Young Adult,4.4,train
12,221,Young Adult|Fitness,5,train
13,233,Science,4.7,train
13,23,Romance|Humor,4.7,train
13,368,Science Fiction|Travel|Mystery,5,train
13,213,Non-fiction|Science Fiction|Mystery,5,train
13,335,Self-help,4.6,test
13,387,Humor|Art|Biography|Business,5,train
13,292,Science Fiction|Historical Fiction,5,train
14,18,Science Fiction,4.1,test
14,199,Biography|Mystery,5.5,val
14,363,Cooking|Self-help|Science Fiction,4.4,train
14,28,Fantasy|Poetry|Biography,4.5,test
14,164,Thriller|Self-help|Cooking|Science Fiction,4.1,train
14,21,Horror|Cooking|Health|Fantasy,4.2,train
14,63,Art,4.6,train
14,379,Historical Fiction|Young Adult|Health,4.3,train
14,278,Poetry|Science|Cooking|Art|Horror,4.6,train
14,90,Non-fiction|Cooking,4.6,train
14,192,Art|Young Adult|Horror,4.0,train
14,279,Travel|Romance|Business|Art|Non-fiction,4.2,val
14,92,Science|Young Adult,4.1,train
14,275,Horror,3.7,train
14,270,Thriller,4.4,train
14,91,Poetry|Fitness,4.3,train
15,79,Fitness|Art|Science Fiction|Poetry|Mystery,5,train
15,218,Art|Poetry|Young Adult|Travel|Mystery,5,train
15,112,Humor|Non-fiction|Romance,5,train
15,313,Biography|Humor|Art|Fantasy|Cooking,5,train
15,6,Young Adult|Romance|Fitness,5,val
15,241,Art|Non-fiction,5,val
15,100,Romance|Travel|Non-fiction|Business,5,train
15,243,Historical Fiction,5,train
15,261,Art|Science Fiction|Self-help|Mystery,4.8,train
15,320,Cooking|Art|Fitness|Non-fiction|Poetry,5,train
15,8,Fitness|Fantasy,5,train
15,206,Romance|Biography|Fitness|Health,5,train
15,7,Mystery|Horror|Non-fiction|Humor|Art,6,val
15,365,Romance,5,train
16,51,Fitness|Cooking|Mystery|Science,4.8,train
16,192,Young Adult|Mystery,4.1,train
16,46,Self-help|Science|Poetry,4.6,train
16,337,Self-help|Science|Romance|Cooking,4.6,train
16,159,Health|Poetry,4.8,val
16,362,Self-help|Business|Fitness|Thriller|Historical Fiction,3.8,val
16,277,Horror|Historical Fiction|Mystery,4.3,train
16,268,Fitness|Historical Fiction|Horror,5.5,val
16,349,Historical Fiction,4.0,train
16,358,Mystery,4.0,train
17,105,Health,6,val
17,401,Mystery,4.1,train
17,396,Health,4.9,train
17,300,Self-help|Non-fiction|Humor|Health|Biography,4.6,train
17,235,Self-help|Cooking|Horror,4.6,train
17,106,Humor|Self-help|Historical Fiction|Health|Romance,4.5,train
17,167,Poetry|Self-help|Humor|Mystery|Biography,4.6,train
18,58,Fitness|Thriller|Poetry|Mystery,3.5,train
18,75,Mystery,3.3,val
18,10,Fantasy|Thriller,4.0,train
18,160,Art|Travel|Horror|Humor,3.8,train
18,22,Humor|Science|Self-help|Science Fiction|Health,4.0,train
18,305,Art|Travel|Historical Fiction,4.1,train
18,205,Health,4.1,train
18,47,Biography|Historical Fiction,3.8,train
18,390,Fantasy|Poetry,4.0,train
19,225,Self-help|Mystery|Fitness|Science Fiction|Horror,4.8,val
19,261,Science|Historical Fiction|Self-help|Horror,4.3,train
19,359,Mystery,4.7,train
19,306,Self-help,4.2,test
19,374,Fitness|Romance|Cooking|Business|Health,5,train
20,157,Mystery|Health|Young Adult|Non-fiction,4.7,train
20,105,Art,5,train
20,23,Historical Fiction|Romance,5,train
20,21,Science Fiction|Historical Fiction|Biography|Fitness,5,train
20,294,Thriller|Cooking|Art,5,train
20,52,Romance|Young Adult|Travel|Cooking|Poetry,4.9,train
20,285,Mystery|Historical Fiction|Art|Humor|Health,5,train
21,93,Romance|Fitness,4.5,train
21,141,Self-help|Mystery,4.7,train
21,339,Science|Thriller|Fitness|Historical Fiction|Mystery,5,test
21,149,Art|Travel|Romance|Poetry,5,train
21,379,Young Adult|Business|Non-fiction,4.7,train
21,9,Cooking|Science Fiction,5,train
21,298,Art|Thriller|Science Fiction|Business,4.6,train
21,230,Biography|Business|Fantasy,4.8,train
22,324,Non-fiction|Science|Fitness,4.6,train
22,246,Poetry|Cooking|Self-help,4.5,test
22,131,Fitness|Romance,4.5,train
22,39,Fantasy|Romance|Art,5,train
22,5,Science,5,train
22,173,Horror|Business|Romance|Self-help,4.8,train
22,73,Fitness|Art|Mystery|Horror,4.3,train
22,6,Non-fiction|Poetry|Young Adult|Thriller|Biography,5,test
22,328,Horror|Travel|Business,4.9,train
22,164,Non-fiction,5,train
22,190,Mystery,4.6,train
22,279,Romance|Young Adult,4.0,test
22,331,Science,4.8,train
22,22,Business|Non-fiction|Fantasy|Young Adult|Health,4.9,val
22,78,Horror|Health|Science|Fitness,4.5,train
23,257,Thriller,4.0,train
23,24,Non-fiction|Horror,4.0,train
23,124,Business|Science Fiction,3.7,test
23,123,Young Adult|Science|Thriller|Self-help,4.3,train
23,56,Art|Science Fiction|Humor,4.3,val
24,343,Science Fiction|Fantasy|Non-fiction|Mystery|Cooking,4.5,train
24,19,Non-fiction,4.7,train
24,74,Fantasy|Self-help|Historical Fiction,5.4,val
24,282,Science Fiction|Self-help,4.1,train
24,48,Science|Fitness|Business|Horror|Young Adult,4.6,train
24,376,Science|Self-help|Biography|Fantasy|Thriller,5,val
24,64,Fantasy|Humor|Poetry|Business|Mystery,4.8,train
24,207,Health,4.9,test
24,212,Cooking|Young Adult|Fantasy|Science Fiction,4.4,train
25,212,Fitness|Travel|Poetry|Young Adult,3.5,train
25,95,Science|Poetry|Historical Fiction,3.9,train
25,256,Humor|Business,3.2,train
25,60,Non-fiction|Thriller|Poetry|Humor,3.9,train
25,118,Romance|Art|Thriller|Humor,3.5,train
25,249,Science Fiction|Fitness|Art,3.9,train
25,68,Humor|Fitness|Romance|Self-help,3.8,test
25,205,Romance,3.3,train
26,388,Thriller|Self-help|Cooking|Business,5,train
26,287,Mystery,4.9,train
26,15,Fantasy|Humor,4.9,train
26,151,Romance|Fantasy|Biography|Science Fiction,5,train
27,382,Historical Fiction|Science Fiction,5,val
27,58,Young Adult|Poetry|Non-fiction|Biography,5,val
27,136,Cooking|Humor|Business|Science|Historical Fiction,4.9,train
27,341,Poetry,5,train
27,366,Historical Fiction|Young Adult,5,train
27,167,Romance|Horror|Biography,5,train
27,157,Non-fiction|Travel,5,train
27,266,Health|Science|Humor|Poetry|Historical Fiction,5,train
27,236,Non-fiction|Young Adult,4.8,train
27,250,Business|Travel|Cooking|Fantasy|Fitness,5,train
28,234,Romance|Science Fiction|Travel|Humor|Biography,3.5,train
28,43,Horror|Fitness|Young Adult|Travel,3.7,train
28,126,Non-fiction|Young Adult|Cooking,4.2,train
28,207,Fitness|Fantasy,5.4,val
28,37,Art|Poetry,3.6,train
28,252,Poetry|Romance|Business|Science Fiction,3.8,train
28,316,Science,4.5,val
29,175,Horror,4.5,test
29,235,Horror|Biography,5,train
29,387,Romance|Travel|Science,5,train
29,151,Science|Humor,4.7,train
29,233,Science|Non-fiction,5,train
29,355,Fantasy|Romance|Biography|Business|Fitness,5,train
29,253,Business|Mystery|Science|Biography,5,train
29,168,Non-fiction|Poetry|Self-help|Science|Science Fiction,5,train
29,257,Science|Mystery,5,train
29,88,Poetry|Art|Travel|Science Fiction,4.8,train
29,95,Science Fiction,4.8,train
29,210,Romance|Biography|Science,4.6,train
29,31,Cooking|Science Fiction|Science|Business|Art,4.8,train
29,57,Art|Thriller|Science,4.8,train
29,208,Cooking|Young Adult|Mystery|Science Fiction|Thriller,5,train
29,349,Biography|Self-help|Art|Romance,5,train
29,328,Humor|Poetry,5,train
29,308,Science Fiction|Cooking|Science,5,train
29,223,Self-help|Art|Humor|Non-fiction,4.6,train
29,15,Fantasy|Fitness,5,train
29,188,Non-fiction|Science|Self-help|Business|Historical Fiction,4.8,train
29,318,Poetry|Horror,5,train
29,365,Fitness|Mystery|Non-fiction|Young Adult,4.9,train
29,145,Horror|Poetry,5,train
30,8,Fantasy,4.4,train
30,123,Science Fiction|Poetry|Romance|Travel,3.9,train
30,113,Fitness|Science|Mystery|Biography|Poetry,4.3,train
30,152,Horror|Self-help|Travel,4.2,train
30,305,Science Fiction|Science|Young Adult,4.4,train
31,233,Science,3.9,val
31,108,Science|Self-help|Business,4.4,train
31,200,Fantasy|Romance|Business|Thriller|Travel,4.0,test
31,250,Thriller|Non-fiction|Romance|Art|Historical Fiction,4.2,train
31,244,Science|Fantasy|Young Adult,4.4,train
31,254,Biography,4.0,train
31,293,Thriller|Health|Self-help|Fantasy,4.0,train
32,143,Science|Romance|Biography|Mystery,3.6,train
32,120,Health|Business|Fitness|Self-help,2.9,train
32,355,Biography|Fantasy,3.9,train
32,54,Mystery|Science|Business,4.1,val
32,220,Thriller|Young Adult|Cooking|Historical Fiction|Biography,3.2,train
32,255,Historical Fiction,3.4,test
32,227,Science|Non-fiction|Art|Young Adult,3.7,train
32,22,Travel|Science Fiction|Health|Poetry|Fantasy,3.9,train
32,337,Romance|Young Adult,3.4,train
33,210,Humor|Horror|Health,4.1,train
33,355,Health|Fitness|Fantasy|Travel|Science,4.5,train
33,206,Travel|Health,5,test
33,64,Romance|Science|Thriller|Art|Young Adult,5,train
33,238,Science Fiction|Self-help|Cooking,4.8,train
34,14,Fitness|Historical Fiction,5,train
34,289,Self-help|Non-fiction|Travel,5.1,val
34,49,Art|Health|Poetry,5,train
34,403,Non-fiction,4.6,train
34,402,Cooking,5,train
34,99,Business|Fitness|Horror|Science|Art,4.8,val
34,74,Health|Art|Mystery|Poetry,5,train
34,236,Romance|Fantasy|Cooking|Science Fiction|Historical Fiction,5,train
34,41,Fitness|Historical Fiction|Self-help|Horror,4.7,train
34,220,Cooking,5,train
34,204,Humor,4.5,train
35,331,Science Fiction,4.4,val
35,73,Thriller|Poetry,4.3,train
35,21,Health,5,test
35,183,Art,5,train
35,356,Self-help|Art|Thriller|Humor|Young Adult,4.0,train
35,214,Poetry|Horror|Romance,4.1,train
35,158,Non-fiction,5,train
35,3,Biography|Non-fiction,4.5,train
35,299,Non-fiction|Art|Humor|Thriller,4.9,train
35,20,Horror|Travel|Romance|Mystery|Historical Fiction,4.8,val
35,270,Young Adult|Cooking|Self-help|Health|Fantasy,4.1,train
35,264,Cooking|Poetry|Thriller|Business,5,train
36,174,Horror,2.8,train
36,199,Fantasy|Biography|Historical Fiction,3.7,train
36,229,Non-fiction|Mystery,3.5,train
36,393,Horror|Humor|Biography|Science Fiction|Business,3.6,train
36,302,Self-help,2.7,train
36,270,Cooking|Young Adult|Humor|Business,2.9,train
36,319,Non-fiction|Biography|Health|Business|Historical Fiction,3.0,train
36,295,Self-help|Science,3.1,train
36,405,Humor,3.3,train
36,30,Historical Fiction,4.0,train
36,158,Science|Thriller|Poetry,3.5,train
36,55,Mystery|Business|Art,3.3,train
36,331,Art|Fantasy|Non-fiction,3.5,train
36,216,Cooking,3.4,train
36,100,Romance|Art|Humor|Mystery,3.5,train
36,95,Fantasy|Horror|Self-help|Mystery|Historical Fiction,3.6,train
36,33,Non-fiction|Biography,3.2,train
36,244,Mystery|Humor|Biography,2.8,train
36,227,Romance|Self-help|Humor|Business,3.3,train
36,34,Historical Fiction|Non-fiction,3.2,val
36,243,Non-fiction,3.2,train
36,335,Thriller|Cooking|Self-help|Horror,3.6,train
36,103,Art|Non-fiction|Science|Young Adult|Poetry,3.5,train
36,207,Art|Self-help|Health|Biography,3.3,train
37,4,Poetry|Romance|Science,4.0,train
37,236,Romance|Horror|Fitness|Non-fiction|Biography,4.3,train
37,81,Fantasy|Mystery|Science|Historical Fiction|Poetry,4.2,train
38,338,Historical Fiction|Mystery|Fantasy|Business,3.3,train
38,391,Science|Travel|Cooking|Historical Fiction,4.1,train
38,42,Thriller|Health|Romance|Fitness|Self-help,3.6,train
38,295,Non-fiction|Art|Humor,3.3,train
38,79,Self-help|Romance,3.3,train
38,146,Health|Fantasy|Biography|Thriller|Fitness,4.2,test
39,281,Travel|Poetry,3.8,test
39,11,Humor|Poetry|Romance,3.9,test
39,42,Non-fiction|Cooking|Art,4.1,train
39,129,Non-fiction|Young Adult|Business|Historical Fiction,4.1,train
40,78,Cooking|Poetry,4.2,train
40,241,Poetry|Science Fiction|Thriller|Mystery|Horror,4.2,train
40,187,Biography,3.8,train
41,205,Cooking,3.3,train
41,344,Biography|Thriller|Romance,3.2,test
41,306,Horror|Science Fiction|Mystery|Biography,2.7,train
41,129,Fitness|Business|Travel|Romance,3.2,train
41,339,Humor|Fitness|Health,3.6,test
41,372,Horror|Fitness,2.9,train
41,187,Mystery|Science|Fantasy|Self-help,2.7,train
41,171,Cooking|Young Adult|Humor,3.0,train
41,26,Thriller,3.1,train
41,228,Romance|Cooking,3.1,train
41,190,Horror|Young Adult|Non-fiction|Mystery,3.2,train
41,58,Science Fiction|Historical Fiction,3.1,train
41,370,Science Fiction|Business|Poetry|Art|Biography,3.0,test
41,267,Mystery|Fitness|Science,2.8,test
41,97,Health|Fantasy|Science Fiction|Mystery,3.3,val
41,384,Health,3.7,train
41,374,Health|Romance|Mystery|Thriller,3.6,train
42,388,Poetry,3.8,val
42,81,Romance|Mystery|Cooking,3.5,val
42,311,Romance|Historical Fiction|Humor|Science,3.7,train
42,166,Science Fiction|Romance|Mystery|Biography|Business,3.9,train
42,105,Self-help|Thriller|Humor|Science Fiction,4.0,train
42,366,Cooking|Humor|Self-help,4.2,train
42,164,Historical Fiction|Self-help|Young Adult,3.3,train
42,93,Fitness,3.7,train
42,409,Mystery|Art|Young Adult|Self-help,3.6,test
42,372,Business|Art,4.2,train
42,245,Science Fiction|Business|Young Adult|Horror|Romance,3.9,train
42,401,Humor,4.1,train
42,185,Mystery|Biography|Non-fiction|Young Adult,3.8,train
42,19,Young Adult|Fitness|Biography|Non-fiction|Fantasy,4.0,train
42,259,Humor|Cooking|Young Adult,4.3,train
42,210,Horror|Young Adult|Humor|Travel|Biography,4.0,train
42,268,Mystery|Poetry|Non-fiction|Business|Cooking,4.1,train
42,331,Mystery|Science|Non-fiction|Horror,3.4,train
42,281,Fitness|Cooking|Fantasy,4.7,train
42,64,Mystery,3.5,val
42,140,Science Fiction|Historical Fiction,3.7,train
42,74,Poetry|Business,4.5,train
43,132,Romance|Fantasy|Business|Cooking,5,train
43,49,Fitness,5,train
43,300,Poetry|Business,5,train
43,270,Fitness,5,train
44,353,Mystery|Non-fiction|Poetry|Cooking|Fantasy,5,train
44,26,Romance|Fantasy|Mystery|Horror|Self-help,5,train
44,193,Thriller|Science Fiction|Poetry|Science,5,train
44,337,Thriller|Historical Fiction,4.9,val
44,319,Business,5,train
44,149,Fitness|Health,4.9,train
44,237,Fitness|Biography|Art|Business,5,train
44,255,Horror|Biography|Young Adult|Self-help,4.7,train
44,126,Historical Fiction,5,test
44,245,Fitness|Horror|Poetry|Health|Mystery,5,train
44,142,Non-fiction|Self-help|Young Adult|Historical Fiction,5,train
45,342,Travel,4.8,val
45,333,Horror|Historical Fiction,3.1,train
45,289,Poetry,3.7,test
45,298,Fantasy|Young Adult,4.0,train
45,360,Humor,4.3,val
45,97,Fantasy|Thriller|Humor|Self-help|Fitness,3.3,train
45,43,Cooking,4.2,train
46,247,Horror|Humor|Young Adult|Fantasy|Science,4.4,train
46,33,Fantasy|Science,5.6,val
46,60,Mystery|Self-help,3.8,train
46,351,Poetry,4.7,val
47,349,Business|Mystery|Art,3.8,train
47,196,Fitness|Thriller|Science|Self-help|Cooking,3.8,train
47,390,Business,3.8,train
47,218,Science|Science Fiction|Thriller,3.3,train
47,45,Art|Biography,3.8,train
47,301,Non-fiction|Historical Fiction,4.0,train
47,361,Cooking|Poetry|Young Adult,3.3,train
47,10,Poetry|Fitness|Fantasy|Humor,3.6,test
47,304,Romance|Horror,3.1,train
47,355,Science|Young Adult,3.2,train
47,85,Mystery|Romance|Health|Cooking,4.0,train
47,250,Poetry,3.9,train
47,330,Science|Young Adult|Fitness,3.5,train
47,51,Fantasy|Biography,3.7,train
47,69,Travel|Young Adult|Health,3.4,train
47,116,Historical Fiction,3.6,train
47,27,Poetry|Mystery,3.9,test
47,194,Fantasy|Art|Science Fiction|Business|Young Adult,3.9,train
47,270,Fitness|Non-fiction|Young Adult|Health|Art,3.8,test
47,383,Non-fiction|Horror,3.6,train
48,200,Historical Fiction|Health,4.9,test
48,37,Business|Biography|Humor,4.2,train
48,322,Romance,4.3,train
48,223,Science|Science Fiction,4.5,train
48,373,Science,5,test
48,354,Biography|Historical Fiction|Non-fiction|Poetry|Fantasy,5,train
48,339,Biography|Cooking|Non-fiction,4.9,train
48,198,Humor|Art|Travel|Historical Fiction|Self-help,4.5,train
48,45,Historical Fiction|Science Fiction|Humor,4.8,train
48,73,Travel|Fantasy|Young Adult|Science|Humor,6,val
48,9,Travel|Historical Fiction|Thriller,4.3,train
48,141,Humor,4.6,train
48,70,Fitness|Art|Young Adult,4.5,train
48,189,Health|Art,5,val
49,407,Science Fiction|Science,3.7,train
49,395,Art,4.2,train
49,375,Romance,3.6,train
49,118,Fantasy|Self-help|Science|Art,3.8,train
49,112,Mystery|Self-help|Historical Fiction|Travel,3.5,train
49,145,Health|Business|Thriller|Science Fiction|Cooking,4.4,val
49,296,Art|Mystery|Humor|Cooking,3.4,train
49,0,Romance|Fantasy|Health|Business|Historical Fiction,3.6,train
49,141,Non-fiction|Biography,3.3,train
49,251,Romance,3.6,val
49,314,Non-fiction,3.6,train
49,299,Science Fiction|Cooking|Art,4.0,train
49,238,Science Fiction|Business,4.0,val
49,113,Humor,3.0,train
49,227,Fantasy|Humor|Young Adult|Health,3.9,train
49,58,Young Adult|Non-fiction|Art,3.4,train
50,226,Travel|Self-help|Romance|Mystery,4.8,train
50,302,Science Fiction,5,train
50,314,Romance|Art|Mystery|Young Adult,5,train
50,177,Horror|Poetry|Non-fiction|Business|Self-help,5,test
50,268,Science|Young Adult,5,train
50,92,Business|Travel|Biography,5,test
50,284,Fitness|Humor,4.9,train
50,123,Business|Historical Fiction,5,train
50,58,Science Fiction|Romance|Cooking|Business|Fantasy,4.8,train
50,109,Fantasy|Horror|Mystery|Self-help|Fitness,4.6,train
50,352,Art|Business|Non-fiction|Self-help,5,train
50,60,Humor|Science|Art,5,train
50,137,Young Adult|Thriller|Fitness|Business,4.8,train
50,98,Fitness,5,train
50,48,Fitness|Self-help|Biography|Business,5,train
50,285,Business|Biography|Poetry|Thriller|Self-help,5,train
50,391,Biography,5,val
50,170,Non-fiction,4.8,test
50,222,Young Adult|Mystery,4.8,val
50,289,Mystery|Self-help|Science Fiction|Health,4.7,train
50,210,Science|Travel|Thriller|Horror|Fitness,5.8,val
50,134,Romance|Young Adult,4.4,train
50,173,Fantasy,5,train
50,288,Historical Fiction|Young Adult|Romance|Science,5,train
50,93,Poetry|Young Adult|Business,5,train
